condition,policy,mode,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
weak_cue,deadline_threshold,occluded_rim,280,0.232143,0.049453,0.232143,0.767857,0.049453,0.767857,0.049453,0.078571,0.031517,0.657143,0.055599,0.096429,1.094699,2.579189,1.563834,3.308578
weak_cue,deadline_threshold,slippery,280,0.435714,0.05808,0.421429,0.564286,0.05808,0.564286,0.05808,0.014286,0.0139,0.539286,0.058385,0.075,0.802677,1.513053,1.450063,2.66612
weak_cue,deadline_threshold,thin_lip,280,0.385714,0.057016,0.371429,0.614286,0.057016,0.614286,0.057016,0.021429,0.016962,0.567857,0.058024,0.103571,0.893151,1.871481,1.523776,3.027209
weak_cue,fixed_nominal,compliant_skin,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.42324,3.656183,1.625561,3.692606
weak_cue,fixed_nominal,fragile,280,0.0,0.0,0.028571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.60434,4.088781,1.852241,4.133407
weak_cue,fixed_nominal,nominal,280,1.0,0.0,0.967857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170036,0.030606,0.227279,0.040912
weak_cue,fixed_nominal,occluded_rim,280,0.0,0.0,0.007143,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.357592,3.244367,1.585966,3.285472
weak_cue,fixed_nominal,slippery,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.220248,2.619645,1.470525,2.66469
weak_cue,fixed_nominal,thin_lip,280,0.0,0.0,0.003571,1.0,0.0,1.0,0.0,0.0,0.0,0.857143,0.040988,0.0,1.297046,2.983468,1.526685,3.024801
weak_cue,oracle_precontact,compliant_skin,280,1.0,0.0,0.967857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169187,0.030454,0.225038,0.040511
weak_cue,oracle_precontact,fragile,280,1.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171467,0.030864,0.230049,0.041412
weak_cue,oracle_precontact,nominal,280,1.0,0.0,0.967857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172584,0.031065,0.232268,0.041811
weak_cue,oracle_precontact,occluded_rim,280,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170632,0.030714,0.234436,0.042194
weak_cue,oracle_precontact,slippery,280,1.0,0.0,0.978571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170006,0.030601,0.228738,0.041176
weak_cue,oracle_precontact,thin_lip,280,1.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170581,0.030704,0.230494,0.041492
weak_cue,posterior_fixed,compliant_skin,280,0.303571,0.053857,0.3,0.696429,0.053857,0.696429,0.053857,0.010714,0.012059,0.735714,0.05165,0.3,1.077096,2.572449,1.677545,3.702828
weak_cue,posterior_fixed,fragile,280,0.335714,0.055315,0.317857,0.664286,0.055315,0.664286,0.055315,0.0,0.0,0.682143,0.054542,0.292857,1.157176,2.732577,1.823355,4.128203
weak_cue,posterior_fixed,nominal,280,0.964286,0.021737,0.942857,0.025,0.018287,0.0,0.0,0.035714,0.021737,0.035714,0.021737,0.0,0.189187,0.079768,0.234184,0.042153
weak_cue,posterior_fixed,occluded_rim,280,0.221429,0.048634,0.214286,0.778571,0.048634,0.778571,0.048634,0.021429,0.016962,0.785714,0.048062,0.142857,1.114566,2.557765,1.579289,3.287349
weak_cue,posterior_fixed,slippery,280,0.417857,0.05777,0.410714,0.582143,0.05777,0.582143,0.05777,0.0,0.0,0.625,0.056706,0.110714,0.8215,1.545013,1.458681,2.662566
weak_cue,posterior_fixed,thin_lip,280,0.371429,0.056597,0.375,0.628571,0.056597,0.628571,0.056597,0.014286,0.0139,0.65,0.055869,0.128571,0.910084,1.906672,1.515218,3.025262
weak_cue,posterior_tuned,compliant_skin,280,0.478571,0.058512,0.460714,0.521429,0.058512,0.521429,0.058512,0.096429,0.034575,0.45,0.058273,0.089286,0.847702,2.021872,1.673887,3.736852
weak_cue,posterior_tuned,fragile,280,0.521429,0.058512,0.517857,0.478571,0.058512,0.478571,0.058512,0.042857,0.023723,0.467857,0.058445,0.089286,0.887249,2.021134,1.83026,4.138068
weak_cue,posterior_tuned,nominal,280,0.753571,0.050476,0.732143,0.185714,0.04555,0.0,0.0,0.246429,0.050476,0.203571,0.047164,0.0,0.307426,0.376051,0.745781,1.534241
weak_cue,posterior_tuned,occluded_rim,280,0.314286,0.054376,0.303571,0.685714,0.054376,0.685714,0.054376,0.203571,0.047164,0.517857,0.058529,0.003571,0.969974,2.43531,1.579553,4.188592
weak_cue,posterior_tuned,slippery,280,0.535714,0.058417,0.525,0.464286,0.058417,0.464286,0.058417,0.042857,0.023723,0.453571,0.058313,0.0,0.692699,1.281829,1.459058,2.673267
weak_cue,posterior_tuned,thin_lip,280,0.535714,0.058417,0.525,0.464286,0.058417,0.464286,0.058417,0.053571,0.026375,0.439286,0.058133,0.0,0.721595,1.460244,1.506473,3.036889
weak_cue,risk_guard,compliant_skin,280,0.578571,0.057839,0.557143,0.421429,0.057839,0.421429,0.057839,0.057143,0.027188,0.364286,0.056368,0.003571,0.72439,1.62039,1.613595,3.711439
weak_cue,risk_guard,fragile,280,0.614286,0.057016,0.603571,0.385714,0.057016,0.385714,0.057016,0.021429,0.016962,0.364286,0.056368,0.003571,0.762346,1.624365,1.817392,4.133297
weak_cue,risk_guard,nominal,280,0.746429,0.050959,0.742857,0.196429,0.046536,0.0,0.0,0.253571,0.050959,0.0,0.0,0.0,0.310375,0.38801,0.736216,1.532516
weak_cue,risk_guard,occluded_rim,280,0.257143,0.051194,0.253571,0.742857,0.051194,0.742857,0.051194,0.225,0.048912,0.510714,0.058553,0.010714,1.029107,2.63881,1.57188,4.188719
weak_cue,risk_guard,slippery,280,0.453571,0.058313,0.446429,0.546429,0.058313,0.546429,0.058313,0.089286,0.033401,0.453571,0.058313,0.007143,0.7688,1.539098,1.421882,2.688346
weak_cue,risk_guard,thin_lip,280,0.478571,0.058512,0.453571,0.521429,0.058512,0.521429,0.058512,0.071429,0.030166,0.446429,0.058229,0.010714,0.784573,1.64658,1.534796,3.047278
weak_cue,v2_guard,compliant_skin,280,0.275,0.052301,0.271429,0.725,0.052301,0.725,0.052301,0.007143,0.009864,0.682143,0.054542,0.303571,1.109598,2.671871,1.631482,3.696372
weak_cue,v2_guard,fragile,280,0.328571,0.055016,0.314286,0.671429,0.055016,0.671429,0.055016,0.0,0.0,0.653571,0.055735,0.285714,1.162687,2.760712,1.833244,4.129987
weak_cue,v2_guard,nominal,280,0.967857,0.02066,0.928571,0.025,0.018287,0.0,0.0,0.032143,0.02066,0.0,0.0,0.0,0.188883,0.076142,0.23936,0.043087
weak_cue,v2_guard,occluded_rim,280,0.164286,0.043402,0.178571,0.835714,0.043402,0.835714,0.043402,0.032143,0.02066,0.75,0.05072,0.157143,1.17366,2.750545,1.594443,3.291805
weak_cue,v2_guard,slippery,280,0.339286,0.055458,0.325,0.660714,0.055458,0.660714,0.055458,0.0,0.0,0.65,0.055869,0.182143,0.898656,1.747472,1.43363,2.658057
weak_cue,v2_guard,thin_lip,280,0.328571,0.055016,0.325,0.671429,0.055016,0.671429,0.055016,0.021429,0.016962,0.621429,0.056813,0.157143,0.952641,2.039333,1.516266,3.026839
